fdic_cert_number,rssd_id,bank_name,city,state,active_status,total_assets,charter_type,established_date,last_updated
3506,,UNITED STATES NATIONAL BANK,SAN DIEGO,,False,,,,2026-07-10
3510,480228,"Bank of America, National Association",Charlotte,NC,True,2672192000,13044,1904-10-17,2026-07-10
3511,451965,"Wells Fargo Bank, National Association",Sioux Falls,SD,True,1852239000,1,1870-01-01,2026-07-10
3514,,BANK OF THE WEST,SAN FRANCISCO,CA,,91580361,,,2026-07-10
3547,,FIRST NATIONAL BANK,WILLOWS,,False,,,,2026-07-10
3575,,"SOUTHEAST BANK, NATIONAL ASSOCIATION",MIAMI,,False,,,,2026-07-10
3603,936136,Old Second National Bank,Aurora,IL,True,6846609,4596,1887-11-21,2026-07-10
3622,,CONTINENTAL ILLINOIS NAT BK & TR,CHICAGO,,False,,,,2026-07-10
3623,,THE DROVERS' NATIONAL BANK OF CHICAGO,CHICAGO,,False,,,,2026-07-10
3628,,MB FINANCIAL BANK NA,CHICAGO,IL,,19603964,,,2026-07-10
3643,,THE FIRST NAT BK OF DANVERS,DANVERS,,False,,,,2026-07-10
3644,,THE FIRST NATIONAL BANK OF DANVILLE,DANVILLE,,False,,,,2026-07-10
3657,850036,First American Bank,Elk Grove Village,IL,True,8221637,0,1901-03-26,2026-07-10
3664,925037,"INB, National Association",Springfield,IL,True,2542843,11443,1905-01-01,2026-07-10
3695,,THE LEWISTOWN BANK,LEWISTOWN,,False,,,,2026-07-10
3705,762447,"First Mid Bank & Trust, National Association",Mattoon,IL,True,8200993,10045,1865-02-08,2026-07-10
3709,,FIRST MIDWEST BANK,CHICAGO,IL,,21629046,,,2026-07-10
3719,856243,"American Commercial Bank & Trust, National Association",Ottawa,IL,True,2035262,1154,1865-06-01,2026-07-10
3731,,CITIZENS FIRST NATIONAL BANK,PRINCETON,IL,False,1020988,,,2026-07-10
3733,,"EAGLE BANK OF CHAMPAIGN COUNTY, NATIONAL A",RANTOUL,,False,,,,2026-07-10
3735,,AMCORE BANK NATIONAL ASSN,ROCKFORD,IL,False,3066240,,,2026-07-10
3744,,CENTRUE BANK,STREATOR,IL,,1020787,,,2026-07-10
3751,,THE FIRST NATIONAL BANK AND TRUST COMPANY,TUSCOLA,,False,,,,2026-07-10
3774,,SECURITY BK & TR COMPANY,CAIRO,,False,,,,2026-07-10
3775,,CNB BANK&TRUST N A,CARLINVILLE,IL,,1794976,,,2026-07-10
3782,,THE COFFEEN NATIONAL BANK,COFFEEN,,False,,,,2026-07-10
3787,771140,Dieterich Bank,Effingham,IL,True,1550080,0,1909-01-01,2026-07-10
3809,375043,"Peoples National Bank , N.A.",Mount Vernon,IL,True,2005305,9408,1909-03-01,2026-07-10
3815,,NATIONAL STATE BANK OF METROPOLIS,METROPOLIS,,False,,,,2026-07-10
3832,208244,Old National Bank,Evansville,IN,True,72614322,8846,1907-08-27,2026-07-10
3857,,BEAR STATE BANK,LITTLE ROCK,AR,,2119679,,,2026-07-10
3864,397540,The First National Bank of Fort Smith,Fort Smith,AR,True,2297413,1950,1872-02-29,2026-07-10
3869,261940,Anstaff Bank,Green Forest,AR,True,1177237,0,1931-05-04,2026-07-10
3878,,LIBERTY BANK OF ARKANSAS,JONESBORO,AR,,2852849,,,2026-07-10
3887,42448,First National Bank,Paragould,AR,True,2554094,10004,1889-03-22,2026-07-10
3890,663245,Simmons Bank,Pine Bluff,AR,True,24649062,0,1903-03-23,2026-07-10
3895,,JACKSON COUNTY NATIONAL BANK,TUCKERMAN,,False,,,,2026-07-10
3931,933256,"Alerus Financial, National Association",Grand Forks,ND,True,5277526,13790,1933-09-30,2026-07-10
3973,77851,First Bank & Trust,Brookings,SD,True,4868698,0,1925-11-02,2026-07-10
4009,540551,"BankWest, Inc.",Pierre,SD,True,1919735,0,1889-08-30,2026-07-10
4016,326858,The First National Bank in Sioux Falls,Sioux Falls,SD,True,2105071,3393,1885-09-08,2026-07-10
4028,441256,First Dakota National Bank,Yankton,SD,True,3296280,2068,1872-12-07,2026-07-10
4040,,UNION BANK & TRUST,BARTLESVILLE,,False,,,,2026-07-10
4042,,LEGACY BANK,HINTON,OK,,1134055,,,2026-07-10
4047,,FIRST NATIONAL BANK OF BRAMAN,BRAMAN,,False,,,,2026-07-10
4048,,SPIRITBANK,TULSA,OK,,1066813,,,2026-07-10
4055,,THE FIRST NATIONAL BANK OF CARTER,CARTER,,False,,,,2026-07-10
4062,154154,"The First National Bank and Trust Co., Chickasha, Oklahoma",Chickasha,OK,True,1068072,5547,1892-08-21,2026-07-10
4063,595270,MidFirst Bank,Oklahoma City,OK,True,42109827,714191,1911-02-28,2026-07-10
4068,,FIRST NATIONAL BANK IN CORDELL,CORDELL,,False,,,,2026-07-10
4069,,CORDELL NATIONAL BANK,CORDELL,,False,,,,2026-07-10
4070,,THE FARMERS NATIONAL BANK OF CORDELL,CORDELL,,False,,,,2026-07-10
4073,,EIGHTY NINER BANK OF COYLE,COYLE,,False,,,,2026-07-10
4074,,THE FIRST NAT BANK & TRUST CO. OF CUSHING,CUSHING,,False,,,,2026-07-10
4077,,THE FIRST NATIONAL BANK OF DAVIS,DAVIS,,False,,,,2026-07-10
4080,,FIRST BANK & TRUST CO.,DUNCAN,,False,,,,2026-07-10
4088,,THE FIRST NAT BANK & TRUST CO. OF EL RENO,EL RENO,,False,,,,2026-07-10
4090,,THE FIRST NATIONAL BANK & TR CO.,ENID,,False,,,,2026-07-10
4091,278555,"Stride Bank, National Association",Enid,OK,True,5644142,12044,1913-01-01,2026-07-10
4093,,FARMERS NATIONAL BANK OF ERICK,ERICK,,False,,,,2026-07-10
4103,,THE FIRST NATIONAL BANK OF GRACEMONT,GRACEMONT,,False,,,,2026-07-10
4104,,BANK OF GRANITE,GRANITE,,False,,,,2026-07-10
4108,,THE FIRST NATIONAL BANK OF HAMMON,HAMMON,,False,,,,2026-07-10
4115,,THE FARMERS AND MERCHANTS NATIONAL BANK OF,HENNESSY,,False,,,,2026-07-10
4134,,FIRST NB OF LINDSAY,LINDSAY,,False,,,,2026-07-10
4136,,THE FIRST NATIONAL BANK OF LUTHER,LUTHER,,False,,,,2026-07-10
4141,,THE FIRST NATIONAL BANK IN MARLOW,MARLOW,,False,,,,2026-07-10
4147,18854,Bank 7,Oklahoma City,OK,True,1944068,0,1901-05-06,2026-07-10
4157,,THE FIRST NATIONAL BK & TR CO. OF NORMAN,NORMAN,,False,,,,2026-07-10
4159,,THE SECURITY NAT BK & TR CO. OF NORMAN,NORMAN,,False,,,,2026-07-10
4160,309655,Regent Bank,Tulsa,OK,True,2072897,0,1898-01-01,2026-07-10
4164,,THE FIRST NAT BK & TR CO. OF OKLAHOMA,OKLAHOMA CITY,,False,,,,2026-07-10
4165,,"FIRST CITY BANK, N.A.",OKLAHOMA CITY,,False,,,,2026-07-10
4166,,"BANK OF OKLAHOMA, OKLA. CITY, N.A.",OKLAHOMA CITY,,False,,,,2026-07-10
4168,,OKLAHOMA NATIONAL BK & TR CO.,OKLAHOMA CITY,,False,,,,2026-07-10
4178,,THE PAWNEE NATIONAL BANK,PAWNEE,,False,,,,2026-07-10
4189,,THE FIRST NATIONAL BANK OF RUSH SPRINGS,RUSH SPRINGS,,False,,,,2026-07-10
4190,311050,American Heritage Bank,Sapulpa,OK,True,1494982,0,1905-06-15,2026-07-10
4192,,CITY NATIONAL BANK OF SAYRE,SAYRE,,False,,,,2026-07-10
4201,,BANK SNB,STILLWATER,OK,,2889097,,,2026-07-10
4207,,THE FIRST NATIONLAL BANK IN TERRAL,TERRAL,,False,,,,2026-07-10
4210,,THE FIRST NATIONAL BANK OF TIPTON,TIPTON,,False,,,,2026-07-10
4214,339858,"BOKF, National Association",Tulsa,OK,True,53492601,13679,1910-02-10,2026-07-10
4215,,BANK OF COMMERCE & TRUST COMPANY,TULSA,,False,,,,2026-07-10
4233,,FIRST BANK AND TRUST COMPANY,YALE,,False,,,,2026-07-10
4234,,THE FIRST NATIONAL BANK OF YUKON,YUKON,,False,,,,2026-07-10
4237,,THE FIRST NATIONAL BANK OF COLBERT,COLBERT,,False,,,,2026-07-10
4239,509950,First United Bank and Trust Company,Durant,OK,True,16403712,0,1900-01-01,2026-07-10
4243,,THE MADILL BANK & TRUST COMPANY,MADILL,,False,,,,2026-07-10
4255,593007,The Camden National Bank,Camden,ME,True,6951638,2311,1875-01-01,2026-07-10
4256,439404,First National Bank,Damariscotta,ME,True,3165021,446,1864-04-19,2026-07-10
4264,,OCEAN BANK,PORTSMOUTH,NH,,2208891,,,2026-07-10
4275,,MAINE NATIONAL BANK,PORTLAND,,False,,,,2026-07-10
4295,,THE PEOPLES BANK AND TRUST OF IBERIA PARIS,NEW IBERIA,,False,,,,2026-07-10
4297,112837,"Capital One, National Association",Mclean,VA,True,672010000,13688,1933-05-22,2026-07-10
4360,130541,Horizon Bank,Michigan City,IN,True,6540325,0,1873-04-21,2026-07-10
4365,17147,First Merchants Bank,Muncie,IN,True,21048883,0,1893-03-13,2026-07-10
4372,,THE FARMERS NATIONAL BANK OF REMINGTON,REMINGTON,,False,,,,2026-07-10
4378,,THE RUSHVILLE NATIONAL BANK,RUSHVILLE,,False,,,,2026-07-10
4380,,THE SHELBY NAT BK OF SHELBYVILLE,SHELBYVILLE,,False,,,,2026-07-10
4382,693345,"First Financial Bank, National Association",Terre Haute,IN,True,6121994,47,1863-08-03,2026-07-10
4392,,INTEGRA BANK NATIONAL ASSN,EVANSVILLE,IN,False,1994430,,,2026-07-10
4422,,THE PEOPLES NATIONAL BANK & TRUST,ALBIA,,False,,,,2026-07-10
4424,,THE FARMERS NAT BK OF AURELIA,AURELIA,,False,,,,2026-07-10
4426,,THE BEDFORD NATIONAL BANK,BEDFORD,,False,,,,2026-07-10
4433,186744,First Citizens Bank,Mason City,IA,True,1822778,0,1892-01-09,2026-07-10
4452,,THE NATIONAL BANK,DYERSVILLE,,False,,,,2026-07-10
4467,,THE FIRST NATIONAL BK IN HUMBOLD,HUMBOLDT,,False,,,,2026-07-10
4492,,THE FIRST NATIONAL BANK OF PRAIRIE CITY,PRAIRIE CITY,,False,,,,2026-07-10
4506,418249,"The Security National Bank of Sioux City, Iowa",Sioux City,IA,True,1736177,3124,1884-01-01,2026-07-10
4523,,FIRST NATIONAL BANK OF WOODBINE,WOODBINE,,False,,,,2026-07-10
4533,,CITIZENS BANK&TRUST CO,KANSAS CITY,MO,,1024592,,,2026-07-10
4534,,CENTRAL BANK OF ST LOUIS,CLAYTON,MO,,2446697,,,2026-07-10
4536,,CENTRAL BANK OF BOONE COUNTY,COLUMBIA,MO,,2801357,,,2026-07-10
4537,,LANDMARK BANK,COLUMBIA,MO,,3556045,,,2026-07-10
4602,,THE FIRST NATIONAL BANK OF ST. JOSEPH,ST. JOSEPH,,False,,,,2026-07-10
4614,,FIRST NATIONAL BANK OF ANTHONY,ANTHONY,,False,,,,2026-07-10
4623,,BARNARD STATE BANK,BARNARD,,False,,,,2026-07-10
4637,,THE FIRST NATIONAL BANK OF CHANUTE,CHANUTE,,False,,,,2026-07-10
4657,,THE FIRST STATE BANK,EDNA,,False,,,,2026-07-10
4666,983457,"Armed Forces Bank, National Association",Fort Leavenworth,KS,True,1439702,8796,1907-01-01,2026-07-10
4671,,THE FIRST NAT BK OF GAYLORD,GAYLORD,,False,,,,2026-07-10
4673,928056,"GNBank, National Association",Girard,KS,True,1068527,13347,1929-07-01,2026-07-10
4685,,THE FIRST NATIONAL BANK OF HERINGTON,HERINGTON,,False,,,,2026-07-10
4697,754853,The First National Bank of Hutchinson,Hutchinson,KS,True,1225665,3180,1876-05-02,2026-07-10
4702,234355,Central National Bank,Junction City,KS,True,1376153,4284,1884-01-01,2026-07-10
4705,1009354,Security Bank of Kansas City,Kansas City,KS,True,3821766,0,1933-10-13,2026-07-10
4731,,SOLUTIONSBANK,OVERLAND PARK,,False,,,,2026-07-10
4740,,DECATAUR COUNTY NATIONAL BANK OF OBERLIN,OBERLIN,,False,,,,2026-07-10
4742,,BANK OF NORTONVILLE,NORTONVILLE,,False,,,,2026-07-10
4744,,FIRST NATIONAL BANK OF OLA,OLATHE,KS,False,1065956,,,2026-07-10
4745,,THE FIRST NATIONAL BANK OF ONAGA,ONAGA,,False,,,,2026-07-10
4749,,FIRST NATIONAL BANK AT OSWEGO,OSWEGO,,False,,,,2026-07-10
4754,,"TEAMBANK, N.A.",PAOLA,,False,,,,2026-07-10
4767,474759,"Sunflower Bank, National Association",Dallas,TX,True,8553297,4742,1892-05-24,2026-07-10
4780,,THE FIRST STATE BANK,THAYER,,False,,,,2026-07-10
4789,65858,Emprise Bank,Wichita,KS,True,2773623,0,1910-05-21,2026-07-10
4798,,THE FIRST NATIONAL BANK OF WHITE CITY,WHITE CITY,,False,,,,2026-07-10
4799,557858,"Intrust Bank, National Association",Wichita,KS,True,6783388,2782,1876-11-01,2026-07-10
4832,933023,"Shore United Bank, National Association",Easton,MD,True,6203118,25270,1876-06-01,2026-07-10
4857,61122,First United Bank & Trust,Oakland,MD,True,2012851,0,1900-01-01,2026-07-10
4862,,NBRS FINANCIAL BANK,RISING SUN,,False,,,,2026-07-10
4865,,SANDY SPRING BANK,OLNEY,MD,,13765535,,,2026-07-10
4879,,COMMUNITYONE BANK NA,ASHEBORO,NC,,2344451,,,2026-07-10
4886,,FIRST CHARTER BANK,CHARLOTTE,NC,,4787611,,,2026-07-10
4910,,FIRST NB OF SHELBY,SHELBY,NC,,1059902,,,2026-07-10
4921,,THE HAMILTON NATIONAL BANK OF CHATTANOOGA,CHATTANOOGA,,False,,,,2026-07-10
4925,,CITY & COUNTY BK OF ANDERSON CTY,LAKE CITY,,False,,,,2026-07-10
4931,,MOUNTAIN COMMERCE BANK,KNOXVILLE,TN,,1781141,,,2026-07-10
4939,,CITY & COUNTY BK OF CAMPBELL CTY,JELLICO,,False,,,,2026-07-10
4943,,UNITED AMERICAN BK IN KNOXVILLE,KNOXVILLE,,False,,,,2026-07-10
4963,,THE FIRST CENTRAL BANK,SMITHVILLE,,False,,,,2026-07-10
4968,,FIRST BANK & TRUST,TRACY CITY,,False,,,,2026-07-10
4971,,FARMERS BK & TR CO.,WINCHESTER,,False,,,,2026-07-10
4972,,FIRST CITIZENS NATIONAL BANK,DYERSBURG,TN,,2651069,,,2026-07-10
4976,,FIRST NATIONAL BANK OF JACKSON,JACKSON,,False,,,,2026-07-10
4977,485559,First Horizon Bank,Memphis,TN,True,83823830,0,1864-01-01,2026-07-10
4988,342634,Trustmark Bank,Jackson,MS,True,18984962,0,1889-12-19,2026-07-10
4993,69333,The Citizens National Bank of Meridian,Meridian,MS,True,1879784,7266,1888-01-01,2026-07-10
4999,,CADENCE BANK N A,ATLANTA,GA,,19735912,,,2026-07-10
5019,822042,Southern Michigan Bank & Trust,Coldwater,MI,True,1704832,0,1872-01-16,2026-07-10
5033,47247,The Dart Bank,Mason,MI,True,1368016,0,1925-05-01,2026-07-10
5058,245557,Superior National Bank,Hancock,MI,True,1052628,9087,1890-03-06,2026-07-10
5093,363657,The First National Bank of Bemidji,Bemidji,MN,True,1030296,5582,1897-11-27,2026-07-10
5096,,THE FIRST NATIONAL BANK OF BLOOMING PRAIRI,BLOOMING PRAIRIE,,False,,,,2026-07-10
5123,314257,Deerwood Bank,Waite Park,MN,True,1557977,0,1910-03-21,2026-07-10
5135,,THE FIRST NATIONAL BANK OF ELBOW LAKE,ELBOW LAKE,,False,,,,2026-07-10
5146,2362458,"Wells Fargo Bank South Central, National Association",Houston,TX,True,2700336,11668,1894-06-18,2026-07-10
5170,45551,Bank Midwest,Spirit Lake,IA,True,1317428,0,1887-01-01,2026-07-10
5177,,FIRST TRUST BANK OF LAKEFIELD,LAKEFIELD,,False,,,,2026-07-10
5239,,THE FIRST NAT BK OF RUSHFORD,RUSHFORD,,False,,,,2026-07-10
5258,,FIRST NATIONAL BANK OF STEWARTVILLE,STEWARTVILLE,,False,,,,2026-07-10
5275,,FIRST NATIONAL BANK OF WILMONT,WILMONT,,False,,,,2026-07-10
5285,,FIRST NATIONAL BANK&TRUST CO,BELOIT,WI,,1591626,,,2026-07-10
5287,,FIRST BANKING CENTER,BURLINGTON,WI,False,1004975,,,2026-07-10
5296,917742,"Associated Bank, National Association",Green Bay,WI,True,45537550,23695,1874-01-01,2026-07-10
5304,594947,"Bank First, N.A.",Manitowoc,WI,True,6064567,4975,1894-01-01,2026-07-10
5328,,EVERGREEN STATE BANK,STOUGHTON,,False,,,,2026-07-10
5409,,THE GERING NATIONAL BANK & TRUST,GERING,,False,,,,2026-07-10
5415,276850,Security First Bank,Lincoln,NE,True,2139871,0,1924-07-01,2026-07-10
5431,,SHERMAN COUNTY BANK,LOUP CITY,,False,,,,2026-07-10
5437,,BANK OF GERING,GERING,,False,,,,2026-07-10
5450,,FIRST STATE BANK,OAKDALE,,False,,,,2026-07-10
5452,527954,First National Bank of Omaha,Omaha,NE,True,34725218,209,1857-01-01,2026-07-10
5482,,THE FIRST NATIONAL BANK OF TEKAMAH,TEKAMAH,,False,,,,2026-07-10
5496,403151,Cornerstone Bank,York,NE,True,2646823,0,1882-04-22,2026-07-10
5498,,FIRST CONSOLIDATED BANK - ROSEBUD,ROSEBUD,,False,,,,2026-07-10
5499,,THE PLANTERS NB OF ROSEBUD,ROSEBUD,,False,,,,2026-07-10
5506,,"FIRST CITY, TEXAS - SAN ANGELO,",SAN ANGELO,,False,,,,2026-07-10
5507,,THE CENTRAL NATIONAL BANK OF SAN ANGELO,SAN ANGELO,,False,,,,2026-07-10
5509,,"MBANK ALAMO, NATIONAL ASSOCIATION",SAN ANTONIO,,False,,,,2026-07-10
5510,682563,Frost  Bank,San Antonio,TX,True,52769892,0,1899-02-20,2026-07-10
5512,,"NBC BANK-SAN ANTONIO, NATIONAL ASSOC",SAN ANTONIO,,False,,,,2026-07-10
5513,,NATIONAL BANK OF FT. SAM HOUSTON,FT. SAM HOUSTON,,False,,,,2026-07-10
5516,,FIRST NATIONAL BANK OF SANGER,SANGER,,False,,,,2026-07-10
5517,,THE FIRST NATIONAL BANK OF SAN MARCOS,SAN MARCOS,,False,,,,2026-07-10
5519,,THE SAN SABA NATIONAL BANK,SAN SABA,,False,,,,2026-07-10
5520,,SANTA ANNA NATIONAL BANK,SANTA ANNA,,False,,,,2026-07-10
5524,,"NBC BANK-SEGUIN, NATIONAL ASSOC",SEGUIN,,False,,,,2026-07-10
5528,,"MBANK SHERMAN, NATIONAL ASSOC",SHERMAN,,False,,,,2026-07-10
5529,,FIRST NB OF SHINER,SHINER,TX,,1018159,,,2026-07-10
5537,,FIRST REPUBLICBANK-STEPHENVILLE,STEPHENVILLE,,False,,,,2026-07-10
5540,,STRAWN SECURITY BANK,STRAWN,,False,,,,2026-07-10
5544,596062,The City National Bank of Sulphur Springs,Sulphur Springs,TX,True,1373215,3989,1889-01-01,2026-07-10
5547,,FIRST-TAYLOR NATIONAL BANK,TAYLOR,,False,,,,2026-07-10
5550,,FIRST NATIONAL BANK OF TEAGUE,TEAGUE,,False,,,,2026-07-10
5551,537560,"Extraco Banks, National Association",Temple,TX,True,2495690,13778,1933-09-20,2026-07-10
5560,,TROUP BANK & TRUST COMPANY,TROUP,,False,,,,2026-07-10
5562,,"FIRST CITY, TEXAS - TYLER, NA",TYLER,,False,,,,2026-07-10
5563,,"FIRST REPUBLICBANK-TYLER, N.A.",TYLER,,False,,,,2026-07-10
5566,,THE VALLEY VIEW NATIONAL BANK,VALLEY VIEW,,False,,,,2026-07-10
5570,,FIRST VICTORIA NATIONAL BANK,VICTORIA,TX,,2471099,,,2026-07-10
5572,,"FIRST REPUBLICBANK-WACO, N.A.",WACO,,False,,,,2026-07-10
5574,552161,Citizens National Bank of Texas,Waxahachie,TX,True,2109952,13516,1868-07-01,2026-07-10
5575,,FIRST NB&T CO OF WEATHERFORD,WEATHERFORD,TX,,1008984,,,2026-07-10
5579,,THE FIRST NATIONAL BANK OF WESLACO,WESLACO,,False,,,,2026-07-10
5585,,"MBANK WICHITA FALLS, NATIONAL ASSOC",WICHITA FALLS,,False,,,,2026-07-10
5586,,FIRST REPUBLICBANK-WICHITA FALLS,WICHITA FALLS,,False,,,,2026-07-10
5592,,THE WOLFE CITY NATIONAL BANK,WOLFE CITY,,False,,,,2026-07-10
5594,,THE FIRST NATIONAL BANK OF WORTH,WORTHAM,,False,,,,2026-07-10
5596,,THE FIRST NATIONAL BANK OF YORKTOWN,YORKTOWN,,False,,,,2026-07-10
5598,134437,Troy Bank & Trust Company,Troy,AL,True,1560774,0,1906-01-01,2026-07-10
5615,517049,Chambers Bank,Danville,AR,True,1570169,0,1930-10-07,2026-07-10
5631,,THE CORNING BANK,CORNING,,False,,,,2026-07-10
5633,673440,First Security Bank,Searcy,AR,True,8404781,0,1932-02-06,2026-07-10
5649,,DISCOVER BANK,GREENWOOD,DE,,145412640,,,2026-07-10
5672,,FLORIDA COMMUNITY BANK,IMMOKALEE,,False,,,,2026-07-10
5673,701839,Citizens Bank and Trust,Frostproof,FL,True,1476326,0,1920-05-13,2026-07-10
5676,760331,Brannen Bank,Inverness,FL,True,1021832,0,1926-07-01,2026-07-10
5687,,CENTRAL BANK OF GEORGIA,ELLAVILLE,,False,,,,2026-07-10
5694,1011638,PrimeSouth Bank,Blackshear,GA,True,1538347,0,1891-01-01,2026-07-10
5702,,COMMUNITY BANK&TRUST,CORNELIA,GA,False,1181717,,,2026-07-10
5732,,DUPAGE NATIONAL BANK,WEST CHICAGO,,False,,,,2026-07-10
5744,595430,"State Bank of the Lakes, National Association",Antioch,IL,True,2689580,25200,1926-01-01,2026-07-10
5749,556936,Foresight Bank,Winnebago,IL,True,1757504,0,1907-01-06,2026-07-10
5757,,CITIZENS NATIONAL BANK,MACOMB,,False,,,,2026-07-10
5766,,MAINSOURCE BANK,GREENSBURG,IN,,4559515,,,2026-07-10
5798,,MINGO TRUST & SAVINGS BANK,MINGO,,False,,,,2026-07-10
5813,,STORY COUNTY STATE BANK,STORY CITY,,False,,,,2026-07-10
5826,481177,Landmark National Bank,Manhattan,KS,True,1600806,23038,1919-05-02,2026-07-10
5832,,THE BANK OF LOUISBURG,LOUISBURG,,False,,,,2026-07-10
5840,,CITIZENS UNION BK SHELBYVILL,SHELBYVILLE,KY,,1105283,,,2026-07-10
5854,473042,"South Central Bank,  Inc.",Glasgow,KY,True,2166977,0,1908-01-01,2026-07-10
5874,,CALVIN B TAYLOR BK BERLIN MD,BERLIN,MD,,1012711,,,2026-07-10
5903,121642,BankPlus,Belzoni,MS,True,8279783,0,1909-01-01,2026-07-10
5950,,BANK OF GRANITE,GRANITE FALLS,NC,,1035907,,,2026-07-10
5956,220527,Peoples Bank,Newton,NC,True,1733567,0,1912-01-01,2026-07-10
5962,110413,Sutton Bank,Attica,OH,True,1683330,0,1878-01-01,2026-07-10
5969,214414,The Farmers & Merchants State Bank,Archbold,OH,True,3479335,0,1897-04-01,2026-07-10
5993,,FARMERS & MERCHANTS BANK,EUFAULA,,False,,,,2026-07-10
5998,,THE FIRST STATE BANK IN TALIHINA,TALIHINA,,False,,,,2026-07-10
6004,,THE SECURITY STATE BANK,DAVENPORT,,False,,,,2026-07-10
6012,,THE FIRST STATE BANK,FORGAN,,False,,,,2026-07-10
6063,61355,CorTrust Bank National Association,Mitchell,SD,True,1581898,23771,1930-10-31,2026-07-10
6066,,COMMUNITY BANK,HARTFORD,,False,,,,2026-07-10
6085,374653,First PREMIER Bank,Sioux Falls,SD,True,3550585,0,1914-01-01,2026-07-10
6086,,THE AMERICAN STATE BANK,YANKTON,,False,,,,2026-07-10
6096,,THE BANK OF LORETTO,LORETTO,,False,,,,2026-07-10
6106,,AVENUE BANK,NASHVILLE,TN,,1224181,,,2026-07-10
6123,753324,Bank Of Clarke,Berryville,VA,True,1838119,0,1881-04-01,2026-07-10
6158,455972,Peoples Bank,Bellingham,WA,True,2513864,0,1921-01-07,2026-07-10
6161,,KITSAP BANK,PORT ORCHARD,WA,,1653440,,,2026-07-10
6203,,"AMERICAN CITY BANK & TRUST COMPANY, N.A.",MILWAUKEE,,False,,,,2026-07-10
6251,,THE SOMERSWORTH BANK,SOMERSWORTH,,False,,,,2026-07-10
6268,,MERCHANTS BANK,SOUTH BURLINGTON,VT,,2030561,,,2026-07-10
6271,270504,Community National Bank,Derby,VT,True,1234804,1368,1851-01-15,2026-07-10
6290,,FIRST NATIONAL BANK OF VERMONT,BRADFORD,,False,,,,2026-07-10
6384,817824,"PNC Bank, National Association",Wilmington,DE,True,567948516,1316,1804-01-01,2026-07-10
6423,9807,Amboy Bank,Old Bridge,NJ,True,2872182,0,1888-05-12,2026-07-10
6431,,UNION CENTER NATIONAL BANK,UNION,NJ,,1665105,,,2026-07-10
6443,,SUSQUEHANNA BANK DV,BRYN MAWR,PA,,3282420,,,2026-07-10
6499,,THE FIRST NATIONAL BANK OF TOMS RIVER,TOMS RIVER,,False,,,,2026-07-10
6531,738013,The Citizens National Bank of Bluffton,Bluffton,OH,True,1078019,11573,1920-01-13,2026-07-10
6540,680813,The Farmers National Bank of Canfield,Canfield,OH,True,7215780,3654,1887-02-17,2026-07-10
6544,577128,Peoples Bank,Marietta,OH,True,9637896,0,1902-05-26,2026-07-10
6548,504713,U.S. Bank National Association,Cincinnati,OH,True,683379960,24,1863-07-13,2026-07-10
6557,,NATIONAL CITY BANK,CLEVELAND,OH,,131594152,,,2026-07-10
6560,12311,The Huntington National Bank,Columbus,OH,True,284135374,7745,1866-01-06,2026-07-10
6600,165628,First Financial Bank,Cincinnati,OH,True,22686655,0,1863-01-01,2026-07-10
6605,701222,The Merchants National Bank,Hillsboro,OH,True,1338064,2449,1879-12-25,2026-07-10
6623,785923,LCNB National Bank,Lebanon,OH,True,2233698,2360,1877-05-10,2026-07-10
6629,,MALTA NATIONAL BANK,MALTA,,False,,,,2026-07-10
6636,754826,THE VINTON COUNTY NATIONAL BANK,Mcarthur,OH,True,1577252,2036,1867-01-01,2026-07-10
6653,489623,The Park National Bank,Newark,OH,True,12926059,9179,1908-07-08,2026-07-10
6672,723112,"Fifth Third Bank, National Association",Cincinnati,OH,True,296118000,25190,1865-01-01,2026-07-10
6771,,FIRST NB OF KEYSTONE,KEYSTONE,,False,,,,2026-07-10
6782,,"AMERIBANK, INC.",NORTHFORK,,False,,,,2026-07-10
6784,,UNITED BANK,PARKERSBURG,WV,,6313647,,,2026-07-10
6799,,THE FIRST NATIONAL BANK OF SOUTH CHARLESTO,SOUTH CHARLESTON,,False,,,,2026-07-10
6811,979629,First National Bank,Altavista,VA,True,1087944,9295,1908-03-01,2026-07-10
6821,754929,The National Bank of Blacksburg,Blacksburg,VA,True,1826168,12229,1891-01-01,2026-07-10
6830,,FIRST NATIONAL BANK,CHRISTIANSBURG,VA,,1472981,,,2026-07-10
6834,,STELLARONE BANK,CHRISTIANSBURG,VA,,3131552,,,2026-07-10
6837,,AMERICAN NB&T CO,DANVILLE,VA,,3069984,,,2026-07-10
6861,90328,SKYLINE NATIONAL BANK,Independence,VA,True,1309619,10834,1900-10-06,2026-07-10
6862,214722,Chesapeake Bank,Kilmarnock,VA,True,1724117,0,1900-01-01,2026-07-10
6881,,MIDDLEBURG BANK,MIDDLEBURG,VA,,1244109,,,2026-07-10
6892,,OLD POINT NB OF PHOEBUS,HAMPTON,VA,,1395312,,,2026-07-10
6917,899428,First Bank,Strasburg,VA,True,2076629,0,1907-07-01,2026-07-10
6947,,EVANS BANK NATIONAL ASSN,ANGOLA,NY,,2177426,,,2026-07-10
6976,23504,Dime Commercial Bank,Hauppauge,NY,True,14990679,0,1909-02-19,2026-07-10
6985,161602,The Canandaigua National Bank and Trust Company,Canandaigua,NY,True,5456717,3817,1887-12-01,2026-07-10
